case_id,score_batch,score_live,feature_visit_null,threshold_used,scored_ts
C000016866,0.2722,0.2722,False,0.62,2025-11-04
C000016867,0.1231,0.1231,False,0.62,2026-03-16
C000016868,0.5429,0.5429,False,0.62,2025-12-09
C000016869,0.4832,0.4832,False,0.62,2026-05-26
C000016870,0.4623,0.5162,True,0.62,2026-05-25
C000016871,0.458,0.458,False,0.62,2026-03-09
C000016872,0.3861,0.3861,False,0.62,2025-12-30
C000016873,0.1608,0.1608,False,0.62,2026-05-11
C000016874,0.395,0.395,False,0.62,2026-02-18
C000016875,0.3696,0.3696,False,0.62,2026-05-23
C000016876,0.3,0.3,False,0.62,2026-06-05
C000016877,0.1672,0.1672,False,0.62,2026-06-23
C000016878,0.5796,0.5796,False,0.62,2025-10-09
C000016879,0.3605,0.3605,False,0.62,2025-09-28
C000016880,0.0874,0.0874,False,0.62,2025-08-19
C000016881,0.3256,0.3256,False,0.62,2025-11-24
C000016882,0.2898,0.2898,False,0.62,2026-04-30
C000016883,0.4846,0.4846,False,0.62,2026-01-02
C000016884,0.3081,0.3081,False,0.62,2026-02-07
C000016885,0.5376,0.5906,True,0.62,2026-06-12
C000016886,0.3158,0.3158,False,0.62,2025-11-27
C000016887,0.5774,0.5774,False,0.62,2026-02-15
C000016888,0.3794,0.3794,False,0.62,2026-03-26
C000016889,0.2016,0.2016,False,0.62,2025-09-20
C000016890,0.4162,0.4162,False,0.62,2026-02-07
C000016891,0.3882,0.3882,False,0.62,2026-05-15
C000016892,0.4713,0.4713,False,0.62,2026-07-12
C000016893,0.335,0.335,False,0.62,2026-07-24
C000016894,0.2861,0.2861,False,0.62,2025-12-20
C000016895,0.3548,0.3548,False,0.62,2025-12-24
C000016896,0.3423,0.3924,True,0.62,2026-07-11
C000016897,0.0863,0.0863,False,0.62,2026-02-28
C000016898,0.5473,0.5473,False,0.62,2026-04-26
C000016899,0.6057,0.6057,False,0.62,2026-07-27
C000016900,0.5008,0.5008,False,0.62,2025-11-18
C000016901,0.3686,0.3686,False,0.62,2026-02-10
C000016902,0.393,0.393,False,0.62,2025-11-17
C000016903,0.2701,0.2701,False,0.62,2025-10-26
C000016904,0.5049,0.5049,False,0.62,2025-11-15
C000016905,0.4139,0.4139,False,0.62,2025-10-18
C000016906,0.5383,0.5383,False,0.62,2025-08-22
C000016907,0.1309,0.1309,False,0.62,2025-08-13
C000016908,0.4823,0.4823,False,0.62,2025-09-25
C000016909,0.698,0.698,False,0.62,2026-07-10
C000016910,0.3228,0.3228,False,0.62,2026-01-14
C000016911,0.5607,0.613,True,0.62,2026-03-17
C000016912,0.2353,0.2353,False,0.62,2025-08-20
C000016913,0.2754,0.2754,False,0.62,2025-11-19
C000016914,0.0571,0.0571,False,0.62,2026-04-01
C000016915,0.5365,0.5365,False,0.62,2026-03-11
C000016916,0.4058,0.4058,False,0.62,2026-01-21
C000016917,0.4182,0.4182,False,0.62,2025-09-15
C000016918,0.4274,0.4274,False,0.62,2026-05-30
C000016919,0.5702,0.5702,False,0.62,2026-06-11
C000016920,0.3797,0.3797,False,0.62,2026-02-18
C000016921,0.349,0.349,False,0.62,2025-10-18
C000016922,0.5252,0.5252,False,0.62,2026-04-27
C000016923,0.3858,0.3858,False,0.62,2025-12-23
C000016924,0.5065,0.5602,True,0.62,2026-04-24
C000016925,0.3157,0.3157,False,0.62,2026-04-29
C000016926,0.3118,0.3118,False,0.62,2025-09-27
C000016927,0.1917,0.1917,False,0.62,2026-07-13
C000016928,0.2533,0.2533,False,0.62,2026-07-07
C000016929,0.3297,0.3297,False,0.62,2025-08-25
C000016930,0.2789,0.2789,False,0.62,2025-09-11
C000016931,0.658,0.658,False,0.62,2025-09-25
C000016932,0.4987,0.5525,True,0.62,2025-10-14
C000016933,0.4153,0.4153,False,0.62,2025-09-21
C000016934,0.6307,0.6307,False,0.62,2026-02-28
C000016935,0.0446,0.0446,False,0.62,2026-04-24
C000016936,0.4777,0.4777,False,0.62,2026-02-12
C000016937,0.0522,0.0522,False,0.62,2025-11-27
C000016938,0.3461,0.3461,False,0.62,2026-03-30
C000016939,0.5578,0.5578,False,0.62,2025-12-28
C000016940,0.3118,0.3118,False,0.62,2025-10-27
C000016941,0.5052,0.5052,False,0.62,2026-05-17
C000016942,0.5347,0.5347,False,0.62,2026-07-20
C000016943,0.3189,0.3189,False,0.62,2025-12-08
C000016944,0.293,0.293,False,0.62,2026-04-23
C000016945,0.381,0.381,False,0.62,2025-09-04
C000016946,0.2324,0.2324,False,0.62,2025-08-31
C000016947,0.586,0.586,False,0.62,2026-06-17
C000016948,0.4496,0.4496,False,0.62,2026-07-12
C000016949,0.6586,0.6586,False,0.62,2026-05-28
C000016950,0.06,0.06,False,0.62,2025-08-30
C000016951,0.0984,0.0984,False,0.62,2025-09-20
C000016952,0.0542,0.0664,True,0.62,2026-05-02
C000016953,0.4492,0.4492,False,0.62,2026-06-08
C000016954,0.097,0.097,False,0.62,2025-10-27
C000016955,0.387,0.387,False,0.62,2025-12-04
C000016956,0.6033,0.6033,False,0.62,2026-06-16
C000016957,0.4643,0.4643,False,0.62,2026-07-27
C000016958,0.3718,0.3718,False,0.62,2026-01-19
C000016959,0.2773,0.2773,False,0.62,2026-02-15
C000016960,0.363,0.363,False,0.62,2026-05-31
C000016961,0.3794,0.4314,True,0.62,2025-11-29
C000016962,0.3425,0.3425,False,0.62,2026-02-15
C000016963,0.43,0.43,False,0.62,2025-10-21
C000016964,0.4138,0.4138,False,0.62,2025-08-28
C000016965,0.3548,0.3548,False,0.62,2025-08-11
C000016966,0.2472,0.2472,False,0.62,2025-08-12
C000016967,0.3985,0.3985,False,0.62,2025-08-13
C000016968,0.0584,0.0584,False,0.62,2026-02-25
C000016969,0.3518,0.3518,False,0.62,2026-01-23
C000016970,0.5872,0.5872,False,0.62,2025-11-08
C000016971,0.3743,0.3743,False,0.62,2026-01-14
C000016972,0.296,0.296,False,0.62,2026-04-27
C000016973,0.5095,0.5095,False,0.62,2026-05-10
C000016974,0.5943,0.6452,True,0.62,2025-12-25
C000016975,0.6597,0.6597,False,0.62,2025-10-05
C000016976,0.2907,0.2907,False,0.62,2026-02-03
C000016977,0.1066,0.129,True,0.62,2025-11-19
C000016978,0.5152,0.5152,False,0.62,2025-10-22
C000016979,0.1065,0.1289,True,0.62,2026-05-15
C000016980,0.5053,0.5053,False,0.62,2026-01-14
C000016981,0.652,0.652,False,0.62,2025-11-10
C000016982,0.2425,0.2425,False,0.62,2025-09-26
C000016983,0.2777,0.323,True,0.62,2026-07-28
C000016984,0.4606,0.4606,False,0.62,2026-02-10
C000016985,0.3053,0.353,True,0.62,2026-01-26
C000016986,0.3606,0.3606,False,0.62,2025-10-18
C000016987,0.3416,0.3917,True,0.62,2025-09-23
C000016988,0.4655,0.4655,False,0.62,2025-10-11
C000016989,0.2974,0.2974,False,0.62,2026-03-15
C000016990,0.4362,0.4362,False,0.62,2026-03-13
C000016991,0.3829,0.435,True,0.62,2025-11-18
C000016992,0.3776,0.3776,False,0.62,2026-02-03
C000016993,0.332,0.332,False,0.62,2025-09-05
C000016994,0.3566,0.3566,False,0.62,2026-03-10
C000016995,0.5403,0.5403,False,0.62,2026-03-01
C000016996,0.3226,0.3226,False,0.62,2026-06-10
C000016997,0.2512,0.2512,False,0.62,2025-12-13
C000016998,0.5794,0.5794,False,0.62,2025-09-05
C000016999,0.2424,0.2424,False,0.62,2026-01-24
C000017000,0.2578,0.2578,False,0.62,2026-03-02
C000017001,0.4419,0.4419,False,0.62,2025-10-18
C000017002,0.3959,0.3959,False,0.62,2026-01-18
C000017003,0.3817,0.3817,False,0.62,2025-11-03
C000017004,0.4554,0.4554,False,0.62,2025-11-13
C000017005,0.6126,0.6126,False,0.62,2026-04-01
C000017006,0.4726,0.4726,False,0.62,2025-11-11
C000017007,0.3526,0.3526,False,0.62,2026-01-12
C000017008,0.3957,0.3957,False,0.62,2025-08-20
C000017009,0.3135,0.3135,False,0.62,2026-05-16
C000017010,0.0765,0.0765,False,0.62,2026-04-12
C000017011,0.4996,0.4996,False,0.62,2026-02-17
C000017012,0.3283,0.3283,False,0.62,2026-07-09
C000017013,0.5799,0.5799,False,0.62,2026-04-13
C000017014,0.4198,0.4731,True,0.62,2025-09-16
C000017015,0.446,0.446,False,0.62,2026-04-16
C000017016,0.4929,0.5467,True,0.62,2025-11-25
C000017017,0.2295,0.2295,False,0.62,2025-11-02
C000017018,0.1624,0.1624,False,0.62,2025-11-14
C000017019,0.2248,0.2248,False,0.62,2026-06-19
C000017020,0.079,0.079,False,0.62,2025-10-12
C000017021,0.4095,0.4095,False,0.62,2025-10-31
C000017022,0.1655,0.1655,False,0.62,2025-08-04
C000017023,0.5719,0.5719,False,0.62,2026-02-18
C000017024,0.4492,0.4492,False,0.62,2026-04-06
C000017025,0.3783,0.3783,False,0.62,2025-10-29
C000017026,0.5246,0.5246,False,0.62,2025-08-17
C000017027,0.371,0.371,False,0.62,2026-03-19
C000017028,0.4463,0.4463,False,0.62,2025-12-28
C000017029,0.4336,0.4336,False,0.62,2025-09-17
C000017030,0.3613,0.3613,False,0.62,2026-07-15
C000017031,0.2236,0.2236,False,0.62,2026-02-06
C000017032,0.3195,0.3195,False,0.62,2025-08-09
C000017033,0.5828,0.5828,False,0.62,2026-02-14
C000017034,0.2549,0.2549,False,0.62,2026-01-05
C000017035,0.3865,0.3865,False,0.62,2026-02-26
C000017036,0.2033,0.2033,False,0.62,2026-07-19
C000017037,0.1772,0.1772,False,0.62,2026-03-21
C000017038,0.505,0.505,False,0.62,2025-08-30
C000017039,0.4304,0.4304,False,0.62,2025-12-23
C000017040,0.0932,0.0932,False,0.62,2025-08-28
C000017041,0.1742,0.1742,False,0.62,2026-02-02
C000017042,0.477,0.477,False,0.62,2025-11-05
C000017043,0.6043,0.6043,False,0.62,2026-06-10
C000017044,0.5653,0.5653,False,0.62,2026-06-05
C000017045,0.4806,0.4806,False,0.62,2026-02-23
C000017046,0.3376,0.3875,True,0.62,2026-04-18
C000017047,0.5786,0.5786,False,0.62,2026-01-06
C000017048,0.2885,0.2885,False,0.62,2026-05-14
C000017049,0.4739,0.4739,False,0.62,2026-02-11
C000017050,0.3364,0.3364,False,0.62,2025-08-21
C000017051,0.446,0.446,False,0.62,2025-09-21
C000017052,0.5359,0.5359,False,0.62,2025-09-03
C000017053,0.3076,0.3076,False,0.62,2025-08-25
C000017054,0.3344,0.3344,False,0.62,2025-11-06
C000017055,0.2896,0.2896,False,0.62,2026-07-25
C000017056,0.252,0.252,False,0.62,2026-07-31
C000017057,0.1352,0.1352,False,0.62,2026-02-16
C000017058,0.1403,0.1403,False,0.62,2025-10-14
C000017059,0.5758,0.5758,False,0.62,2026-01-17
C000017060,0.0581,0.0581,False,0.62,2026-03-01
C000017061,0.3964,0.3964,False,0.62,2025-08-17
C000017062,0.3986,0.3986,False,0.62,2025-12-22
C000017063,0.5393,0.5393,False,0.62,2026-05-19
C000017064,0.4373,0.4373,False,0.62,2026-06-09
C000017065,0.1828,0.1828,False,0.62,2025-10-30
C000017066,0.5023,0.5023,False,0.62,2025-08-23
C000017067,0.3853,0.3853,False,0.62,2026-07-17
C000017068,0.2683,0.2683,False,0.62,2026-07-31
C000017069,0.2365,0.2365,False,0.62,2026-03-05
C000017070,0.4558,0.4558,False,0.62,2025-11-22
C000017071,0.4135,0.4135,False,0.62,2026-03-19
C000017072,0.4879,0.4879,False,0.62,2026-04-27
C000017073,0.4019,0.4019,False,0.62,2025-12-21
C000017074,0.3408,0.3408,False,0.62,2025-11-02
C000017075,0.142,0.142,False,0.62,2025-12-16
C000017076,0.623,0.623,False,0.62,2025-08-28
C000017077,0.4627,0.4627,False,0.62,2025-10-09
C000017078,0.4079,0.4079,False,0.62,2025-12-03
C000017079,0.4626,0.4626,False,0.62,2026-06-22
C000017080,0.5237,0.5237,False,0.62,2026-02-14
C000017081,0.0288,0.0288,False,0.62,2026-01-04
C000017082,0.526,0.5794,True,0.62,2026-03-28
C000017083,0.4943,0.4943,False,0.62,2026-01-10
C000017084,0.3705,0.3705,False,0.62,2025-08-16
C000017085,0.3696,0.4211,True,0.62,2026-02-04
C000017086,0.3956,0.3956,False,0.62,2026-07-14
C000017087,0.5467,0.5467,False,0.62,2025-10-22
C000017088,0.5995,0.5995,False,0.62,2026-04-24
C000017089,0.0917,0.0917,False,0.62,2026-03-17
C000017090,0.6265,0.6265,False,0.62,2026-02-03
C000017091,0.4788,0.4788,False,0.62,2025-11-26
C000017092,0.3187,0.3187,False,0.62,2025-09-12
C000017093,0.1754,0.1754,False,0.62,2025-09-17
C000017094,0.0472,0.0472,False,0.62,2025-11-13
C000017095,0.3175,0.3175,False,0.62,2026-02-12
C000017096,0.2333,0.2333,False,0.62,2026-05-07
C000017097,0.0869,0.0869,False,0.62,2025-09-05
C000017098,0.048,0.048,False,0.62,2026-03-29
C000017099,0.5535,0.5535,False,0.62,2026-02-27
C000017100,0.5953,0.5953,False,0.62,2026-04-01
C000017101,0.3236,0.3236,False,0.62,2026-05-27
C000017102,0.4563,0.4563,False,0.62,2025-12-01
C000017103,0.0901,0.0901,False,0.62,2026-01-06
C000017104,0.3055,0.3055,False,0.62,2025-12-05
C000017105,0.628,0.628,False,0.62,2025-12-20
C000017106,0.383,0.383,False,0.62,2026-01-10
C000017107,0.6197,0.6197,False,0.62,2026-06-09
C000017108,0.5024,0.5024,False,0.62,2026-04-28
C000017109,0.2415,0.2415,False,0.62,2026-06-13
C000017110,0.4268,0.4268,False,0.62,2025-11-27
C000017111,0.3157,0.3157,False,0.62,2025-09-11
C000017112,0.4761,0.4761,False,0.62,2026-03-16
C000017113,0.1009,0.1009,False,0.62,2026-06-23
C000017114,0.4864,0.4864,False,0.62,2025-08-22
C000017115,0.4716,0.4716,False,0.62,2026-07-26
C000017116,0.556,0.6084,True,0.62,2026-03-21
C000017117,0.3012,0.3012,False,0.62,2025-08-06
C000017118,0.4229,0.4229,False,0.62,2025-08-16
C000017119,0.4694,0.4694,False,0.62,2026-01-17
C000017120,0.3579,0.3579,False,0.62,2026-05-06
C000017121,0.6431,0.6431,False,0.62,2025-12-27
C000017122,0.4549,0.4549,False,0.62,2026-07-12
C000017123,0.4987,0.5525,True,0.62,2026-06-27
C000017124,0.4205,0.4205,False,0.62,2025-08-15
C000017125,0.493,0.493,False,0.62,2026-04-16
C000017126,0.5802,0.5802,False,0.62,2025-08-29
C000017127,0.4415,0.4415,False,0.62,2025-09-30
C000017128,0.4937,0.4937,False,0.62,2025-08-18
C000017129,0.4199,0.4732,True,0.62,2026-07-13
C000017130,0.3357,0.3357,False,0.62,2026-04-12
C000017131,0.6567,0.6567,False,0.62,2026-04-10
C000017132,0.4339,0.4339,False,0.62,2025-11-17
C000017133,0.1192,0.1192,False,0.62,2026-04-23
C000017134,0.3108,0.3108,False,0.62,2025-08-18
C000017135,0.2775,0.2775,False,0.62,2026-04-23
C000017136,0.3872,0.3872,False,0.62,2025-09-16
C000017137,0.2006,0.2006,False,0.62,2025-09-25
C000017138,0.4674,0.4674,False,0.62,2025-08-24
C000017139,0.2846,0.3305,True,0.62,2025-10-14
C000017140,0.456,0.456,False,0.62,2025-11-27
C000017141,0.4086,0.4616,True,0.62,2025-10-13
C000017142,0.1155,0.1155,False,0.62,2026-02-03
C000017143,0.5862,0.5862,False,0.62,2025-11-04
C000017144,0.4462,0.5,True,0.62,2025-09-24
C000017145,0.2863,0.2863,False,0.62,2026-01-17
C000017146,0.3299,0.3299,False,0.62,2025-12-07
C000017147,0.2917,0.2917,False,0.62,2025-10-08
C000017148,0.2656,0.2656,False,0.62,2025-09-04
C000017149,0.3757,0.3757,False,0.62,2026-03-02
C000017150,0.3759,0.3759,False,0.62,2025-10-13
C000017151,0.4554,0.4554,False,0.62,2026-05-16
C000017152,0.1444,0.1444,False,0.62,2025-08-13
C000017153,0.3767,0.3767,False,0.62,2025-12-19
C000017154,0.2707,0.2707,False,0.62,2026-02-26
C000017155,0.473,0.473,False,0.62,2026-02-23
C000017156,0.4914,0.5453,True,0.62,2026-05-08
C000017157,0.3302,0.3302,False,0.62,2026-01-19
C000017158,0.0852,0.1036,True,0.62,2026-07-04
C000017159,0.2203,0.2203,False,0.62,2025-10-18
C000017160,0.3076,0.3076,False,0.62,2026-02-02
C000017161,0.4872,0.4872,False,0.62,2026-05-26
C000017162,0.3151,0.3151,False,0.62,2025-12-28
C000017163,0.3817,0.3817,False,0.62,2025-08-31
C000017164,0.4218,0.4218,False,0.62,2025-09-15
C000017165,0.4983,0.4983,False,0.62,2025-09-21
C000017166,0.5712,0.5712,False,0.62,2026-07-05
C000017167,0.3135,0.3135,False,0.62,2026-04-28
C000017168,0.494,0.494,False,0.62,2025-10-24
C000017169,0.4959,0.4959,False,0.62,2025-12-25
C000017170,0.3268,0.3268,False,0.62,2025-10-27
C000017171,0.5338,0.5338,False,0.62,2025-10-13
C000017172,0.3397,0.3397,False,0.62,2026-01-20
C000017173,0.5023,0.5023,False,0.62,2026-01-21
C000017174,0.2837,0.2837,False,0.62,2025-08-31
C000017175,0.5114,0.5114,False,0.62,2025-10-21
C000017176,0.3654,0.4168,True,0.62,2025-09-02
C000017177,0.124,0.124,False,0.62,2025-11-08
C000017178,0.4138,0.467,True,0.62,2026-02-10
C000017179,0.4307,0.4307,False,0.62,2025-09-15
C000017180,0.3394,0.3394,False,0.62,2026-05-18
C000017181,0.3676,0.4191,True,0.62,2025-12-16
C000017182,0.2702,0.2702,False,0.62,2026-01-17
C000017183,0.466,0.466,False,0.62,2025-08-18
C000017184,0.4152,0.4152,False,0.62,2025-08-26
C000017185,0.6783,0.6783,False,0.62,2026-07-18
C000017186,0.4701,0.4701,False,0.62,2025-11-25
C000017187,0.4009,0.4009,False,0.62,2025-12-07
C000017188,0.2832,0.2832,False,0.62,2026-03-03
C000017189,0.4335,0.4335,False,0.62,2026-02-26
C000017190,0.4136,0.4136,False,0.62,2026-01-04
C000017191,0.3767,0.3767,False,0.62,2025-09-30
C000017192,0.5308,0.584,True,0.62,2025-11-01
C000017193,0.427,0.4805,True,0.62,2026-07-01
C000017194,0.4882,0.4882,False,0.62,2026-02-19
C000017195,0.3866,0.3866,False,0.62,2026-07-30
C000017196,0.3816,0.4337,True,0.62,2025-11-15
C000017197,0.452,0.452,False,0.62,2025-11-03
C000017198,0.3235,0.3235,False,0.62,2026-06-12
C000017199,0.5633,0.5633,False,0.62,2025-09-23
C000017200,0.3667,0.3667,False,0.62,2026-04-30
C000017201,0.5507,0.5507,False,0.62,2026-01-22
C000017202,0.4567,0.4567,False,0.62,2026-07-05
C000017203,0.5253,0.5253,False,0.62,2025-08-29
C000017204,0.1313,0.1579,True,0.62,2025-08-05
C000017205,0.4739,0.4739,False,0.62,2025-11-11
C000017206,0.4281,0.4281,False,0.62,2025-08-15
C000017207,0.393,0.393,False,0.62,2025-08-15
C000017208,0.4476,0.4476,False,0.62,2026-07-31
C000017209,0.4296,0.4831,True,0.62,2026-02-12
C000017210,0.4326,0.4326,False,0.62,2026-05-08
C000017211,0.4133,0.4133,False,0.62,2026-05-22
C000017212,0.2986,0.2986,False,0.62,2026-04-19
C000017213,0.5232,0.5232,False,0.62,2026-05-31
C000017214,0.4646,0.4646,False,0.62,2025-09-30
C000017215,0.5384,0.5384,False,0.62,2025-12-19
C000017216,0.5417,0.5417,False,0.62,2026-07-22
C000017217,0.5311,0.5311,False,0.62,2025-11-04
C000017218,0.3193,0.3193,False,0.62,2026-04-09
C000017219,0.3335,0.3335,False,0.62,2026-04-28
C000017220,0.3566,0.4075,True,0.62,2025-09-15
C000017221,0.089,0.089,False,0.62,2026-01-12
C000017222,0.5403,0.5403,False,0.62,2025-09-26
C000017223,0.4913,0.4913,False,0.62,2026-02-26
C000017224,0.184,0.184,False,0.62,2026-06-03
C000017225,0.3673,0.3673,False,0.62,2025-09-26
C000017226,0.0958,0.0958,False,0.62,2025-09-21
C000017227,0.2255,0.2255,False,0.62,2026-01-22
C000017228,0.3859,0.3859,False,0.62,2025-10-03
C000017229,0.206,0.206,False,0.62,2025-09-18
C000017230,0.0479,0.0479,False,0.62,2025-11-12
C000017231,0.0579,0.0579,False,0.62,2025-10-15
C000017232,0.5882,0.6393,True,0.62,2025-09-13
C000017233,0.2485,0.2485,False,0.62,2026-04-25
C000017234,0.4711,0.4711,False,0.62,2026-03-08
C000017235,0.1239,0.1239,False,0.62,2026-04-06
C000017236,0.3508,0.3508,False,0.62,2026-04-28
C000017237,0.2445,0.2866,True,0.62,2026-07-07
C000017238,0.4533,0.4533,False,0.62,2025-10-23
C000017239,0.5702,0.5702,False,0.62,2026-01-26
C000017240,0.538,0.538,False,0.62,2025-10-15
C000017241,0.4806,0.4806,False,0.62,2026-03-14
C000017242,0.1038,0.1038,False,0.62,2025-11-22
C000017243,0.4814,0.4814,False,0.62,2026-04-10
C000017244,0.2531,0.2531,False,0.62,2026-07-17
C000017245,0.5042,0.5042,False,0.62,2025-10-19
C000017246,0.3447,0.395,True,0.62,2025-11-24
C000017247,0.144,0.144,False,0.62,2026-05-02
C000017248,0.4262,0.4262,False,0.62,2026-01-22
C000017249,0.5159,0.5694,True,0.62,2025-08-07
C000017250,0.5369,0.5369,False,0.62,2026-04-28
C000017251,0.57,0.57,False,0.62,2025-10-08
C000017252,0.4115,0.4115,False,0.62,2026-04-16
C000017253,0.3412,0.3412,False,0.62,2026-05-14
C000017254,0.5146,0.5682,True,0.62,2026-03-06
C000017255,0.5146,0.5146,False,0.62,2025-10-05
C000017256,0.4303,0.4303,False,0.62,2026-03-31
C000017257,0.5072,0.5072,False,0.62,2026-06-30
C000017258,0.6107,0.6107,False,0.62,2025-08-13
C000017259,0.4921,0.4921,False,0.62,2026-05-21
C000017260,0.5671,0.5671,False,0.62,2025-08-29
C000017261,0.6327,0.6327,False,0.62,2025-10-30
C000017262,0.4906,0.4906,False,0.62,2025-11-14
C000017263,0.276,0.276,False,0.62,2026-05-13
C000017264,0.284,0.3298,True,0.62,2026-05-30
C000017265,0.189,0.189,False,0.62,2026-02-05
C000017266,0.3549,0.3549,False,0.62,2025-09-30
C000017267,0.6036,0.6036,False,0.62,2025-09-17
C000017268,0.6372,0.6372,False,0.62,2026-05-31
C000017269,0.5459,0.5459,False,0.62,2026-05-19
C000017270,0.2917,0.3383,True,0.62,2025-11-24
C000017271,0.3976,0.3976,False,0.62,2026-02-16
C000017272,0.271,0.271,False,0.62,2026-07-01
C000017273,0.3211,0.3211,False,0.62,2026-04-11
C000017274,0.1747,0.1747,False,0.62,2026-03-11
C000017275,0.5708,0.5708,False,0.62,2026-01-09
C000017276,0.4123,0.4123,False,0.62,2025-10-27
C000017277,0.3656,0.3656,False,0.62,2026-02-10
C000017278,0.5639,0.6161,True,0.62,2026-04-01
C000017279,0.5284,0.5284,False,0.62,2026-01-03
C000017280,0.1047,0.1047,False,0.62,2026-07-27
C000017281,0.3095,0.3095,False,0.62,2026-02-24
C000017282,0.3593,0.3593,False,0.62,2025-10-02
C000017283,0.2535,0.2535,False,0.62,2026-07-29
C000017284,0.3855,0.3855,False,0.62,2025-10-19
C000017285,0.2612,0.2612,False,0.62,2025-09-18
C000017286,0.0504,0.0504,False,0.62,2026-03-11
C000017287,0.4567,0.4567,False,0.62,2026-06-25
C000017288,0.4889,0.4889,False,0.62,2026-01-15
C000017289,0.0638,0.0638,False,0.62,2026-04-29
C000017290,0.3463,0.3463,False,0.62,2026-01-19
C000017291,0.4234,0.4234,False,0.62,2026-05-21
C000017292,0.5044,0.5044,False,0.62,2026-04-06
C000017293,0.3771,0.429,True,0.62,2025-08-29
C000017294,0.4683,0.4683,False,0.62,2026-01-02
C000017295,0.4048,0.4577,True,0.62,2026-02-14
C000017296,0.0841,0.0841,False,0.62,2025-11-01
C000017297,0.4236,0.4236,False,0.62,2025-09-09
C000017298,0.2925,0.2925,False,0.62,2026-04-17
C000017299,0.5528,0.5528,False,0.62,2025-08-07
C000017300,0.3966,0.3966,False,0.62,2025-11-13
C000017301,0.4849,0.4849,False,0.62,2026-06-29
C000017302,0.6224,0.6224,False,0.62,2025-09-07
C000017303,0.1199,0.1199,False,0.62,2026-06-07
C000017304,0.0665,0.0665,False,0.62,2025-11-22
C000017305,0.2987,0.2987,False,0.62,2026-01-09
C000017306,0.2325,0.2325,False,0.62,2026-06-21
C000017307,0.4176,0.4176,False,0.62,2025-12-03
C000017308,0.4251,0.4251,False,0.62,2026-03-28
C000017309,0.3167,0.3167,False,0.62,2026-02-11
C000017310,0.0801,0.0801,False,0.62,2025-08-28
C000017311,0.4439,0.4439,False,0.62,2025-08-23
C000017312,0.0835,0.1016,True,0.62,2025-08-26
C000017313,0.2871,0.2871,False,0.62,2026-06-25
C000017314,0.5428,0.5428,False,0.62,2025-10-21
C000017315,0.4306,0.4306,False,0.62,2025-11-24
C000017316,0.5195,0.5195,False,0.62,2025-10-05
C000017317,0.6513,0.6986,True,0.62,2026-07-07
C000017318,0.6359,0.6359,False,0.62,2025-10-06
C000017319,0.2796,0.2796,False,0.62,2026-01-29
C000017320,0.5048,0.5048,False,0.62,2026-07-04
C000017321,0.502,0.502,False,0.62,2025-12-24
C000017322,0.39,0.39,False,0.62,2025-12-03
C000017323,0.3105,0.3105,False,0.62,2026-05-26
C000017324,0.6429,0.6429,False,0.62,2026-04-02
C000017325,0.4867,0.4867,False,0.62,2025-10-13
C000017326,0.5142,0.5142,False,0.62,2026-06-24
C000017327,0.0947,0.0947,False,0.62,2026-07-13
C000017328,0.5796,0.6311,True,0.62,2026-06-17
C000017329,0.5623,0.6146,True,0.62,2026-03-23
C000017330,0.4587,0.4587,False,0.62,2025-10-05
C000017331,0.4939,0.4939,False,0.62,2025-08-19
C000017332,0.605,0.605,False,0.62,2026-04-06
C000017333,0.2931,0.2931,False,0.62,2026-02-08
C000017334,0.4474,0.4474,False,0.62,2026-03-21
C000017335,0.0403,0.0403,False,0.62,2026-04-08
C000017336,0.3562,0.3562,False,0.62,2026-05-19
C000017337,0.1096,0.1096,False,0.62,2026-07-29
C000017338,0.1796,0.1796,False,0.62,2025-11-30
C000017339,0.3567,0.3567,False,0.62,2026-03-26
C000017340,0.4959,0.4959,False,0.62,2025-11-11
C000017341,0.2552,0.2984,True,0.62,2026-06-30
C000017342,0.6822,0.6822,False,0.62,2025-09-22
C000017343,0.2825,0.2825,False,0.62,2025-10-26
C000017344,0.6637,0.7101,True,0.62,2025-10-13
C000017345,0.4805,0.4805,False,0.62,2026-04-29
C000017346,0.5435,0.5435,False,0.62,2026-01-10
C000017347,0.0922,0.0922,False,0.62,2026-02-19
C000017348,0.0269,0.0269,False,0.62,2026-05-20
C000017349,0.339,0.339,False,0.62,2026-02-09
C000017350,0.3576,0.3576,False,0.62,2026-05-10
C000017351,0.2783,0.2783,False,0.62,2025-12-11
C000017352,0.5984,0.5984,False,0.62,2025-08-15
C000017353,0.2789,0.3243,True,0.62,2026-01-10
C000017354,0.2717,0.2717,False,0.62,2025-09-03
C000017355,0.4622,0.4622,False,0.62,2026-01-29
C000017356,0.4328,0.4864,True,0.62,2026-04-29
C000017357,0.4415,0.4415,False,0.62,2026-04-20
C000017358,0.4962,0.4962,False,0.62,2026-02-01
C000017359,0.2581,0.2581,False,0.62,2025-12-30
C000017360,0.5796,0.5796,False,0.62,2026-07-17
C000017361,0.5211,0.5211,False,0.62,2026-03-09
C000017362,0.3094,0.3094,False,0.62,2026-05-22
C000017363,0.3218,0.3706,True,0.62,2025-08-05
C000017364,0.4892,0.4892,False,0.62,2026-06-07
C000017365,0.481,0.481,False,0.62,2025-11-23
C000017366,0.0699,0.0853,True,0.62,2026-03-26
C000017367,0.5757,0.5757,False,0.62,2026-06-04
C000017368,0.2225,0.2225,False,0.62,2025-11-09
