site,service_code,week,cases,cancels,cancel_rate,alert_fired
B,B-PLAS,2025-09-29,26,4,0.1538,False
B,B-PLAS,2025-10-06,34,6,0.1765,False
B,B-PLAS,2025-10-13,29,4,0.1379,False
B,B-PLAS,2025-10-20,29,3,0.1034,False
B,B-PLAS,2025-10-27,30,4,0.1333,False
B,B-PLAS,2025-11-03,21,0,0.0,False
B,B-PLAS,2025-11-10,26,2,0.0769,False
B,B-PLAS,2025-11-17,25,3,0.12,False
B,B-PLAS,2025-11-24,30,1,0.0333,False
B,B-PLAS,2025-12-01,21,2,0.0952,False
B,B-PLAS,2025-12-08,25,1,0.04,False
B,B-PLAS,2025-12-15,19,3,0.1579,False
B,B-PLAS,2025-12-22,46,9,0.1957,False
B,B-PLAS,2025-12-29,30,9,0.3,False
B,B-PLAS,2026-01-05,25,0,0.0,False
B,B-PLAS,2026-01-12,33,1,0.0303,False
B,B-PLAS,2026-01-19,27,1,0.037,False
B,B-PLAS,2026-01-26,33,7,0.2121,False
B,B-PLAS,2026-02-02,22,4,0.1818,True
B,B-PLAS,2026-02-09,28,3,0.1071,False
B,B-PLAS,2026-02-16,32,3,0.0938,False
B,B-PLAS,2026-02-23,26,5,0.1923,False
B,B-PLAS,2026-03-02,26,6,0.2308,False
B,B-PLAS,2026-03-09,32,4,0.125,False
B,B-PLAS,2026-03-16,19,2,0.1053,False
B,B-PLAS,2026-03-23,40,7,0.175,False
B,B-PLAS,2026-03-30,27,4,0.1481,False
B,B-PLAS,2026-04-06,28,2,0.0714,False
B,B-PLAS,2026-04-13,26,1,0.0385,False
B,B-PLAS,2026-04-20,26,5,0.1923,False
B,B-PLAS,2026-04-27,23,4,0.1739,False
B,B-PLAS,2026-05-04,34,9,0.2647,False
B,B-PLAS,2026-05-11,23,1,0.0435,False
B,B-PLAS,2026-05-18,34,4,0.1176,False
B,B-PLAS,2026-05-25,24,5,0.2083,True
B,B-PLAS,2026-06-01,32,2,0.0625,False
B,B-PLAS,2026-06-08,33,5,0.1515,False
B,B-PLAS,2026-06-15,31,6,0.1935,False
B,B-PLAS,2026-06-22,28,5,0.1786,False
B,B-PLAS,2026-06-29,31,3,0.0968,False
B,B-PLAS,2026-07-06,19,3,0.1579,False
B,B-PLAS,2026-07-13,22,3,0.1364,False
B,B-PLAS,2026-07-20,23,4,0.1739,False
B,B-PLAS,2026-07-27,11,0,0.0,False
B,B-THOR,2025-07-28,9,1,0.1111,False
B,B-THOR,2025-08-04,30,4,0.1333,False
B,B-THOR,2025-08-11,19,4,0.2105,True
B,B-THOR,2025-08-18,30,4,0.1333,False
B,B-THOR,2025-08-25,27,2,0.0741,False
B,B-THOR,2025-09-01,35,2,0.0571,False
B,B-THOR,2025-09-08,26,9,0.3462,False
B,B-THOR,2025-09-15,21,4,0.1905,True
B,B-THOR,2025-09-22,31,2,0.0645,False
B,B-THOR,2025-09-29,35,6,0.1714,False
B,B-THOR,2025-10-06,36,4,0.1111,False
B,B-THOR,2025-10-13,35,2,0.0571,False
B,B-THOR,2025-10-20,27,6,0.2222,False
B,B-THOR,2025-10-27,17,2,0.1176,False
B,B-THOR,2025-11-03,31,1,0.0323,False
B,B-THOR,2025-11-10,38,6,0.1579,False
B,B-THOR,2025-11-17,22,3,0.1364,False
B,B-THOR,2025-11-24,33,1,0.0303,False
B,B-THOR,2025-12-01,19,2,0.1053,False
B,B-THOR,2025-12-08,35,2,0.0571,False
B,B-THOR,2025-12-15,36,2,0.0556,False
B,B-THOR,2025-12-22,37,8,0.2162,False
B,B-THOR,2025-12-29,27,8,0.2963,False
B,B-THOR,2026-01-05,26,3,0.1154,False
B,B-THOR,2026-01-12,27,6,0.2222,False
B,B-THOR,2026-01-19,40,3,0.075,False
B,B-THOR,2026-01-26,28,6,0.2143,False
B,B-THOR,2026-02-02,29,1,0.0345,False
B,B-THOR,2026-02-09,26,3,0.1154,False
B,B-THOR,2026-02-16,19,4,0.2105,True
B,B-THOR,2026-02-23,28,2,0.0714,False
B,B-THOR,2026-03-02,25,6,0.24,False
B,B-THOR,2026-03-09,27,4,0.1481,False
B,B-THOR,2026-03-16,39,4,0.1026,False
B,B-THOR,2026-03-23,28,4,0.1429,False
B,B-THOR,2026-03-30,37,2,0.0541,False
B,B-THOR,2026-04-06,25,4,0.16,False
B,B-THOR,2026-04-13,26,6,0.2308,False
B,B-THOR,2026-04-20,21,6,0.2857,True
B,B-THOR,2026-04-27,24,1,0.0417,False
B,B-THOR,2026-05-04,30,3,0.1,False
B,B-THOR,2026-05-11,29,2,0.069,False
B,B-THOR,2026-05-18,30,4,0.1333,False
B,B-THOR,2026-05-25,30,3,0.1,False
B,B-THOR,2026-06-01,33,4,0.1212,False
B,B-THOR,2026-06-08,28,1,0.0357,False
B,B-THOR,2026-06-15,22,0,0.0,False
B,B-THOR,2026-06-22,25,1,0.04,False
B,B-THOR,2026-06-29,30,1,0.0333,False
B,B-THOR,2026-07-06,19,2,0.1053,False
B,B-THOR,2026-07-13,25,1,0.04,False
B,B-THOR,2026-07-20,21,2,0.0952,False
B,B-THOR,2026-07-27,20,2,0.1,False
B,B-URO,2025-07-28,6,2,0.3333,True
B,B-URO,2025-08-04,26,3,0.1154,False
B,B-URO,2025-08-11,32,3,0.0938,False
B,B-URO,2025-08-18,26,5,0.1923,False
B,B-URO,2025-08-25,28,4,0.1429,False
B,B-URO,2025-09-01,31,3,0.0968,False
B,B-URO,2025-09-08,33,3,0.0909,False
B,B-URO,2025-09-15,31,3,0.0968,False
B,B-URO,2025-09-22,32,2,0.0625,False
B,B-URO,2025-09-29,30,0,0.0,False
B,B-URO,2025-10-06,35,6,0.1714,False
B,B-URO,2025-10-13,41,3,0.0732,False
B,B-URO,2025-10-20,39,3,0.0769,False
B,B-URO,2025-10-27,23,1,0.0435,False
B,B-URO,2025-11-03,35,6,0.1714,False
B,B-URO,2025-11-10,24,2,0.0833,False
B,B-URO,2025-11-17,31,4,0.129,False
B,B-URO,2025-11-24,33,5,0.1515,False
B,B-URO,2025-12-01,30,3,0.1,False
B,B-URO,2025-12-08,35,3,0.0857,False
B,B-URO,2025-12-15,30,3,0.1,False
B,B-URO,2025-12-22,36,7,0.1944,False
B,B-URO,2025-12-29,29,8,0.2759,False
B,B-URO,2026-01-05,31,3,0.0968,False
B,B-URO,2026-01-12,33,5,0.1515,False
B,B-URO,2026-01-19,32,4,0.125,False
B,B-URO,2026-01-26,29,3,0.1034,False
B,B-URO,2026-02-02,30,1,0.0333,False
B,B-URO,2026-02-09,28,2,0.0714,False
B,B-URO,2026-02-16,40,4,0.1,False
B,B-URO,2026-02-23,27,4,0.1481,False
B,B-URO,2026-03-02,31,5,0.1613,False
B,B-URO,2026-03-09,28,6,0.2143,False
B,B-URO,2026-03-16,26,4,0.1538,False
B,B-URO,2026-03-23,37,2,0.0541,False
B,B-URO,2026-03-30,31,4,0.129,False
B,B-URO,2026-04-06,29,6,0.2069,False
B,B-URO,2026-04-13,27,3,0.1111,False
B,B-URO,2026-04-20,33,4,0.1212,False
B,B-URO,2026-04-27,29,1,0.0345,False
B,B-URO,2026-05-04,27,1,0.037,False
B,B-URO,2026-05-11,28,2,0.0714,False
B,B-URO,2026-05-18,23,2,0.087,False
B,B-URO,2026-05-25,24,2,0.0833,False
B,B-URO,2026-06-01,37,1,0.027,False
B,B-URO,2026-06-08,35,4,0.1143,False
B,B-URO,2026-06-15,32,2,0.0625,False
B,B-URO,2026-06-22,31,3,0.0968,False
B,B-URO,2026-06-29,26,1,0.0385,False
B,B-URO,2026-07-06,28,4,0.1429,False
B,B-URO,2026-07-13,29,2,0.069,False
B,B-URO,2026-07-20,25,1,0.04,False
B,B-URO,2026-07-27,18,0,0.0,False
B,B-VASC,2025-07-28,17,2,0.1176,False
B,B-VASC,2025-08-04,26,1,0.0385,False
B,B-VASC,2025-08-11,31,2,0.0645,False
B,B-VASC,2025-08-18,21,1,0.0476,False
B,B-VASC,2025-08-25,29,0,0.0,False
B,B-VASC,2025-09-01,24,1,0.0417,False
B,B-VASC,2025-09-08,28,2,0.0714,False
B,B-VASC,2025-09-15,42,6,0.1429,False
B,B-VASC,2025-09-22,27,4,0.1481,False
B,B-VASC,2025-09-29,40,0,0.0,False
B,B-VASC,2025-10-06,19,2,0.1053,False
B,B-VASC,2025-10-13,26,1,0.0385,False
B,B-VASC,2025-10-20,23,3,0.1304,False
B,B-VASC,2025-10-27,33,2,0.0606,False
B,B-VASC,2025-11-03,26,1,0.0385,False
B,B-VASC,2025-11-10,28,3,0.1071,False
B,B-VASC,2025-11-17,40,6,0.15,False
B,B-VASC,2025-11-24,33,2,0.0606,False
B,B-VASC,2025-12-01,24,1,0.0417,False
B,B-VASC,2025-12-08,30,2,0.0667,False
B,B-VASC,2025-12-15,35,2,0.0571,False
B,B-VASC,2025-12-22,25,1,0.04,False
B,B-VASC,2025-12-29,29,1,0.0345,False
B,B-VASC,2026-01-05,33,1,0.0303,False
B,B-VASC,2026-01-12,28,1,0.0357,False
B,B-VASC,2026-01-19,36,1,0.0278,False
B,B-VASC,2026-01-26,32,3,0.0938,False
B,B-VASC,2026-02-02,32,4,0.125,False
B,B-VASC,2026-02-09,32,3,0.0938,False
B,B-VASC,2026-02-16,25,2,0.08,False
B,B-VASC,2026-02-23,23,0,0.0,False
B,B-VASC,2026-03-02,33,4,0.1212,False
B,B-VASC,2026-03-09,23,0,0.0,False
B,B-VASC,2026-03-16,24,1,0.0417,False
B,B-VASC,2026-03-23,33,2,0.0606,False
B,B-VASC,2026-03-30,37,4,0.1081,False
B,B-VASC,2026-04-06,29,4,0.1379,False
B,B-VASC,2026-04-13,23,4,0.1739,False
B,B-VASC,2026-04-20,23,2,0.087,False
B,B-VASC,2026-04-27,29,1,0.0345,False
B,B-VASC,2026-05-04,26,3,0.1154,False
B,B-VASC,2026-05-11,21,1,0.0476,False
B,B-VASC,2026-05-18,26,2,0.0769,False
B,B-VASC,2026-05-25,38,1,0.0263,False
B,B-VASC,2026-06-01,33,2,0.0606,False
B,B-VASC,2026-06-08,29,0,0.0,False
B,B-VASC,2026-06-15,30,2,0.0667,False
B,B-VASC,2026-06-22,24,0,0.0,False
B,B-VASC,2026-06-29,21,0,0.0,False
B,B-VASC,2026-07-06,25,0,0.0,False
B,B-VASC,2026-07-13,27,1,0.037,False
B,B-VASC,2026-07-20,22,0,0.0,False
B,B-VASC,2026-07-27,17,0,0.0,False
