case_id,uplift_score,targeted,model_auc_reported
C000038360,0.7479,True,0.71
C000036849,0.6218,True,0.71
C000033447,0.7438,True,0.71
C000005159,0.342,False,0.71
C000035488,0.3592,False,0.71
C000003295,0.4217,False,0.71
C000014074,0.4725,False,0.71
C000010744,0.6786,True,0.71
C000003141,0.539,False,0.71
C000005326,0.8465,True,0.71
C000016627,0.6401,True,0.71
C000028681,0.5373,False,0.71
C000001536,0.4987,False,0.71
C000026475,0.4811,False,0.71
C000009521,0.7475,True,0.71
C000006661,0.2439,False,0.71
C000004099,0.2279,False,0.71
C000028701,0.749,True,0.71
C000034409,0.4715,False,0.71
C000029619,0.2416,False,0.71
C000029707,0.7445,True,0.71
C000020050,0.2575,False,0.71
C000037558,0.5604,True,0.71
C000034238,0.5764,True,0.71
C000035060,0.2869,False,0.71
C000023251,0.7477,True,0.71
C000028888,0.6107,True,0.71
C000004266,0.143,False,0.71
C000034678,0.2198,False,0.71
C000006060,0.2131,False,0.71
C000023164,0.6173,True,0.71
C000035349,0.7279,True,0.71
C000031833,0.4224,False,0.71
C000000088,0.2478,False,0.71
C000030294,0.6188,True,0.71
C000014459,0.5088,False,0.71
C000031457,0.2995,False,0.71
C000029728,0.7817,True,0.71
C000015095,0.3754,False,0.71
C000018779,0.5846,True,0.71
C000020118,0.7459,True,0.71
C000006488,0.3281,False,0.71
C000031996,0.7391,True,0.71
C000011805,0.5396,False,0.71
C000010102,0.2564,False,0.71
C000019896,0.1524,False,0.71
C000009980,0.5236,False,0.71
C000005271,0.3581,False,0.71
C000003135,0.6333,True,0.71
C000025428,0.0,False,0.71
C000031202,0.6306,True,0.71
C000012732,0.5513,True,0.71
C000023460,0.2412,False,0.71
C000022178,0.8355,True,0.71
C000023838,0.8874,True,0.71
C000010079,0.4675,False,0.71
C000013989,0.6308,True,0.71
C000016833,0.6487,True,0.71
C000030074,0.6674,True,0.71
C000013749,0.2662,False,0.71
C000009064,0.5673,True,0.71
C000002954,0.2258,False,0.71
C000005064,0.8843,True,0.71
C000012263,0.5193,False,0.71
C000011616,0.0251,False,0.71
C000005295,0.2891,False,0.71
C000028620,0.1998,False,0.71
C000017743,0.7002,True,0.71
C000009805,0.2462,False,0.71
C000026981,0.2145,False,0.71
C000023758,0.4879,False,0.71
C000038581,0.6172,True,0.71
C000006602,0.2637,False,0.71
C000017246,0.4286,False,0.71
C000018020,0.4287,False,0.71
C000003679,0.634,True,0.71
C000007526,0.2616,False,0.71
C000031834,0.4584,False,0.71
C000015299,0.5471,False,0.71
C000023759,0.7285,True,0.71
C000014700,0.3831,False,0.71
C000019712,0.3606,False,0.71
C000025489,0.141,False,0.71
C000017971,0.6714,True,0.71
C000037276,0.5243,False,0.71
C000016533,0.7572,True,0.71
C000021844,0.3303,False,0.71
C000007382,0.6645,True,0.71
C000002369,0.9066,True,0.71
C000020157,1.0,True,0.71
C000017103,0.4207,False,0.71
C000019620,0.3858,False,0.71
C000000013,0.7408,True,0.71
C000027224,0.5316,False,0.71
C000010966,0.7195,True,0.71
C000035037,0.5735,True,0.71
C000006175,0.8148,True,0.71
C000005845,0.4085,False,0.71
C000036354,0.4847,False,0.71
C000023802,0.1299,False,0.71
C000012046,0.5782,True,0.71
C000023601,0.7371,True,0.71
C000007929,0.3628,False,0.71
C000001055,0.5567,True,0.71
C000022457,0.2786,False,0.71
C000024513,0.6566,True,0.71
C000031525,0.0818,False,0.71
C000029827,0.3537,False,0.71
C000026121,0.5999,True,0.71
C000025238,0.3661,False,0.71
C000009374,0.8227,True,0.71
C000026249,0.4779,False,0.71
C000004410,0.0854,False,0.71
C000018309,0.2869,False,0.71
C000026558,0.7627,True,0.71
C000012166,0.4299,False,0.71
C000021840,0.6811,True,0.71
C000017913,0.6213,True,0.71
C000006114,0.3704,False,0.71
C000029634,0.8487,True,0.71
C000000488,0.6324,True,0.71
C000018142,0.5882,True,0.71
C000019544,0.2371,False,0.71
C000003645,0.3209,False,0.71
C000017427,0.2016,False,0.71
C000031709,0.4921,False,0.71
C000005518,0.7288,True,0.71
C000021483,0.2039,False,0.71
C000015268,0.6558,True,0.71
C000003389,0.4603,False,0.71
C000026163,0.4855,False,0.71
C000017984,0.5688,True,0.71
C000012270,0.6231,True,0.71
C000024499,0.711,True,0.71
C000001575,0.7842,True,0.71
C000010612,0.4038,False,0.71
C000037992,0.394,False,0.71
C000037598,0.3626,False,0.71
C000037007,0.297,False,0.71
C000012533,0.8365,True,0.71
C000022582,0.5098,False,0.71
C000010625,0.433,False,0.71
C000017856,0.4451,False,0.71
C000014306,0.1492,False,0.71
C000019597,0.4809,False,0.71
C000025601,0.2464,False,0.71
C000030567,0.2285,False,0.71
C000033383,0.6627,True,0.71
C000007884,0.5591,True,0.71
C000009549,0.4507,False,0.71
C000000598,0.6044,True,0.71
C000027675,0.4076,False,0.71
C000016968,0.6461,True,0.71
C000021159,0.5921,True,0.71
C000033903,0.3878,False,0.71
C000017192,0.7426,True,0.71
C000010708,0.4692,False,0.71
C000003815,0.0104,False,0.71
C000013071,0.2114,False,0.71
C000016824,0.5291,False,0.71
C000017816,0.4187,False,0.71
C000008534,0.5314,False,0.71
C000029895,0.4156,False,0.71
C000028418,0.6666,True,0.71
C000037822,0.6161,True,0.71
C000011737,0.364,False,0.71
C000011736,0.4691,False,0.71
C000031477,0.8808,True,0.71
C000038340,0.5789,True,0.71
C000015577,0.5444,False,0.71
C000024493,0.5072,False,0.71
C000024139,0.4569,False,0.71
C000032390,0.6169,True,0.71
C000035967,0.1664,False,0.71
C000032913,0.4132,False,0.71
C000022722,0.3841,False,0.71
C000012869,0.4026,False,0.71
C000029139,0.5171,False,0.71
C000025171,0.5505,True,0.71
C000016256,0.2142,False,0.71
C000025814,0.4868,False,0.71
C000017966,0.8001,True,0.71
C000009788,0.6335,True,0.71
C000000791,0.565,True,0.71
C000028000,0.7178,True,0.71
C000023381,0.2644,False,0.71
C000037221,0.2678,False,0.71
C000025283,0.3421,False,0.71
C000031877,0.4425,False,0.71
C000022342,0.8858,True,0.71
C000031216,0.7564,True,0.71
C000027322,0.4817,False,0.71
C000034882,0.2058,False,0.71
C000012269,0.1778,False,0.71
C000006068,0.8066,True,0.71
C000014058,0.1433,False,0.71
C000016420,0.6712,True,0.71
C000021682,0.6568,True,0.71
C000018674,0.5642,True,0.71
C000023691,0.7367,True,0.71
C000022489,0.3646,False,0.71
C000019037,0.6051,True,0.71
C000006555,0.5202,False,0.71
C000035015,0.7177,True,0.71
C000022039,0.585,True,0.71
C000027237,0.0537,False,0.71
C000010125,0.7139,True,0.71
C000037665,0.441,False,0.71
C000012655,0.4035,False,0.71
C000034239,0.3616,False,0.71
C000038877,0.4595,False,0.71
C000022113,0.2224,False,0.71
C000010209,0.6367,True,0.71
C000011865,0.3878,False,0.71
C000006906,0.5201,False,0.71
C000003946,0.2609,False,0.71
C000039515,0.6144,True,0.71
C000027464,0.5045,False,0.71
C000005851,0.881,True,0.71
C000032006,0.7552,True,0.71
C000003571,0.0348,False,0.71
C000000748,0.9343,True,0.71
C000003631,0.4914,False,0.71
C000010910,0.8876,True,0.71
C000022211,0.2653,False,0.71
C000036822,0.6045,True,0.71
C000024825,0.1328,False,0.71
C000033107,0.5866,True,0.71
C000016690,0.9468,True,0.71
C000037487,0.217,False,0.71
C000000482,0.1986,False,0.71
C000014782,0.3315,False,0.71
C000014313,0.4487,False,0.71
C000018013,0.3067,False,0.71
C000015693,0.2994,False,0.71
C000012807,0.226,False,0.71
C000020945,0.4109,False,0.71
C000031785,0.6247,True,0.71
C000038312,0.345,False,0.71
C000017112,0.5024,False,0.71
C000009107,0.3173,False,0.71
C000034517,1.0,True,0.71
C000030449,0.2489,False,0.71
C000037076,0.5225,False,0.71
C000002166,0.3543,False,0.71
C000033695,0.2222,False,0.71
C000038132,0.4863,False,0.71
C000034971,0.7802,True,0.71
C000011925,0.4008,False,0.71
C000013648,0.2409,False,0.71
C000006629,0.4252,False,0.71
C000018939,0.6425,True,0.71
C000012006,0.4825,False,0.71
C000018720,0.9689,True,0.71
C000038647,0.4371,False,0.71
C000009808,0.4182,False,0.71
C000025222,0.3282,False,0.71
C000003559,0.5583,True,0.71
C000027891,0.0488,False,0.71
C000020906,0.4744,False,0.71
C000026257,0.5215,False,0.71
C000020417,0.5697,True,0.71
C000037275,0.5512,True,0.71
C000010657,0.1844,False,0.71
C000022474,0.718,True,0.71
C000010975,0.4771,False,0.71
C000032461,0.5211,False,0.71
C000024030,0.3695,False,0.71
C000027199,0.8801,True,0.71
C000013319,0.666,True,0.71
C000036283,0.5796,True,0.71
C000022878,0.5213,False,0.71
C000021794,0.5297,False,0.71
C000038888,0.0324,False,0.71
C000036987,0.4876,False,0.71
C000001572,0.2669,False,0.71
C000033343,0.2296,False,0.71
C000035708,0.2882,False,0.71
C000000846,0.8438,True,0.71
C000012308,0.5822,True,0.71
C000027124,0.2876,False,0.71
C000019115,0.4591,False,0.71
C000036684,0.3426,False,0.71
C000036638,0.3876,False,0.71
C000016068,0.677,True,0.71
C000003231,0.7255,True,0.71
C000006604,0.446,False,0.71
C000004426,0.5116,False,0.71
C000024004,0.4123,False,0.71
C000005814,0.3586,False,0.71
C000005537,0.5064,False,0.71
C000017724,0.6986,True,0.71
C000009199,0.5731,True,0.71
C000016337,0.2862,False,0.71
C000022130,0.3125,False,0.71
C000007682,0.5589,True,0.71
C000010159,0.8515,True,0.71
C000005178,0.2361,False,0.71
C000001204,0.4542,False,0.71
C000017532,0.7089,True,0.71
C000021574,0.5964,True,0.71
C000011161,0.6124,True,0.71
C000009569,0.4148,False,0.71
C000005637,0.0,False,0.71
C000027753,0.4489,False,0.71
C000013034,0.5357,False,0.71
C000038297,0.6555,True,0.71
C000011337,0.3823,False,0.71
C000017639,0.4433,False,0.71
C000028036,0.4472,False,0.71
C000029890,0.3207,False,0.71
C000030976,0.5299,False,0.71
C000024970,0.6004,True,0.71
C000027582,0.2956,False,0.71
C000038646,0.4473,False,0.71
C000003584,0.0141,False,0.71
C000016958,0.7309,True,0.71
C000004637,0.5197,False,0.71
C000025914,0.5316,False,0.71
C000031837,0.7803,True,0.71
C000015421,0.4349,False,0.71
C000007648,0.3426,False,0.71
C000007286,0.3637,False,0.71
C000024876,0.4329,False,0.71
C000010765,0.4308,False,0.71
C000020503,0.8482,True,0.71
C000023360,0.3575,False,0.71
C000036366,0.4247,False,0.71
C000036789,0.593,True,0.71
C000007777,0.3858,False,0.71
C000027635,0.2476,False,0.71
C000032917,0.3965,False,0.71
C000027031,0.7278,True,0.71
C000010606,0.5953,True,0.71
C000006899,0.3059,False,0.71
C000024768,0.7609,True,0.71
C000003700,0.5922,True,0.71
C000036702,0.4223,False,0.71
C000016751,0.6589,True,0.71
C000017582,0.1521,False,0.71
C000036509,0.2672,False,0.71
C000013555,0.602,True,0.71
C000000360,0.6099,True,0.71
C000004465,0.6776,True,0.71
C000010909,0.6067,True,0.71
C000007708,0.6892,True,0.71
C000035742,0.2114,False,0.71
C000004716,0.2627,False,0.71
C000004076,0.4698,False,0.71
C000018601,0.5782,True,0.71
C000029995,0.555,True,0.71
C000037952,0.2501,False,0.71
C000013628,0.7308,True,0.71
C000001175,0.658,True,0.71
C000031385,0.4312,False,0.71
C000013616,0.8517,True,0.71
C000021751,0.7732,True,0.71
C000030900,0.1788,False,0.71
C000009002,0.5212,False,0.71
C000015656,0.7375,True,0.71
C000038461,0.6409,True,0.71
C000020369,0.4379,False,0.71
C000029248,0.791,True,0.71
C000005469,0.5205,False,0.71
C000004082,0.4349,False,0.71
C000033617,0.1565,False,0.71
C000006851,0.3909,False,0.71
C000005576,0.4209,False,0.71
C000024990,0.2444,False,0.71
C000012437,0.7085,True,0.71
C000011100,0.0,False,0.71
C000033272,0.5725,True,0.71
C000020579,0.6227,True,0.71
C000021770,0.3774,False,0.71
C000008853,0.2503,False,0.71
C000034859,0.3828,False,0.71
C000034783,0.6465,True,0.71
C000003351,0.5894,True,0.71
C000033557,0.4286,False,0.71
C000008361,0.576,True,0.71
C000038724,0.5085,False,0.71
C000007159,0.6689,True,0.71
C000026463,0.3523,False,0.71
C000024061,0.3809,False,0.71
C000031263,0.5102,False,0.71
C000031399,0.7156,True,0.71
C000006987,0.9997,True,0.71
C000033455,0.6458,True,0.71
C000014233,0.3786,False,0.71
C000012073,0.3833,False,0.71
C000033331,0.5767,True,0.71
C000032405,0.5674,True,0.71
C000019552,0.4293,False,0.71
C000004051,0.2938,False,0.71
C000006822,0.5995,True,0.71
C000038027,0.9439,True,0.71
C000026765,0.6791,True,0.71
C000038798,0.6085,True,0.71
C000000800,0.7491,True,0.71
C000009587,0.5054,False,0.71
C000039837,0.7231,True,0.71
C000019671,0.6105,True,0.71
C000017155,0.6759,True,0.71
C000008738,0.5062,False,0.71
C000008972,0.6198,True,0.71
C000028396,0.391,False,0.71
C000003071,0.2915,False,0.71
C000029597,0.7856,True,0.71
C000003828,0.4466,False,0.71
C000034667,0.6325,True,0.71
C000038652,0.207,False,0.71
C000031060,0.4308,False,0.71
C000005881,0.2061,False,0.71
C000024542,0.2456,False,0.71
C000007458,0.688,True,0.71
C000023878,0.1458,False,0.71
C000027037,0.88,True,0.71
C000029824,0.5266,False,0.71
C000034198,0.5762,True,0.71
C000009583,0.7843,True,0.71
C000025659,0.3445,False,0.71
C000032625,0.3912,False,0.71
C000025736,0.5533,True,0.71
C000026001,0.6085,True,0.71
C000003104,0.4253,False,0.71
C000012588,0.262,False,0.71
C000000602,0.549,False,0.71
C000003433,0.4134,False,0.71
C000005157,0.5881,True,0.71
C000028124,0.5662,True,0.71
C000031255,0.6766,True,0.71
C000004726,0.5415,False,0.71
C000013859,0.1562,False,0.71
C000006155,0.0554,False,0.71
C000010805,0.383,False,0.71
C000031022,0.4884,False,0.71
C000024611,0.3103,False,0.71
C000012040,0.87,True,0.71
C000004384,0.5272,False,0.71
C000005324,0.1162,False,0.71
C000002227,0.3128,False,0.71
C000009166,0.6261,True,0.71
C000036264,0.7078,True,0.71
C000015086,0.6733,True,0.71
C000015294,0.8793,True,0.71
C000020317,0.703,True,0.71
C000037856,0.7785,True,0.71
C000012079,0.6706,True,0.71
C000013307,0.6568,True,0.71
C000000082,0.6211,True,0.71
C000037717,0.2978,False,0.71
C000016167,0.6886,True,0.71
C000027995,0.5957,True,0.71
C000008682,0.3052,False,0.71
C000015361,0.5173,False,0.71
C000037255,0.353,False,0.71
C000019077,0.8194,True,0.71
C000032741,0.3864,False,0.71
C000019033,0.4729,False,0.71
C000033816,0.506,False,0.71
C000002426,0.5475,False,0.71
C000000147,0.3064,False,0.71
C000032168,0.4545,False,0.71
C000002852,0.9428,True,0.71
C000009544,0.7147,True,0.71
C000009972,0.3009,False,0.71
C000011391,0.6867,True,0.71
C000016239,0.5217,False,0.71
C000031293,0.9528,True,0.71
C000016525,0.9041,True,0.71
C000005337,0.7728,True,0.71
C000024742,0.1253,False,0.71
C000005200,0.8257,True,0.71
C000034312,0.5389,False,0.71
C000028062,0.5084,False,0.71
C000022766,0.682,True,0.71
C000005626,0.0,False,0.71
C000029977,0.432,False,0.71
C000020271,0.4871,False,0.71
C000023906,0.5998,True,0.71
C000001325,0.3031,False,0.71
C000013770,0.3613,False,0.71
C000034833,0.5358,False,0.71
C000001529,0.4325,False,0.71
C000037097,0.7167,True,0.71
C000039608,0.2424,False,0.71
C000025858,0.1787,False,0.71
C000030459,0.6019,True,0.71
C000013915,0.3726,False,0.71
C000032830,0.5716,True,0.71
C000017436,0.6924,True,0.71
C000035900,0.3034,False,0.71
C000010486,0.7957,True,0.71
C000036758,0.9524,True,0.71
C000013860,0.414,False,0.71
C000025788,0.5941,True,0.71
C000019298,0.4098,False,0.71
C000018343,0.3975,False,0.71
C000012090,0.5354,False,0.71
C000009156,0.3974,False,0.71
C000001011,0.388,False,0.71
C000030119,0.6787,True,0.71
C000003298,0.2176,False,0.71
C000010998,0.7733,True,0.71
C000025531,1.0,True,0.71
C000018478,0.2911,False,0.71
C000009838,0.372,False,0.71
C000018095,0.6003,True,0.71
C000028553,0.7236,True,0.71
C000023856,0.6696,True,0.71
C000024056,0.4859,False,0.71
C000025448,0.4827,False,0.71
C000019064,0.561,True,0.71
C000013737,0.6675,True,0.71
C000029651,0.7489,True,0.71
C000035774,0.4253,False,0.71
C000008154,0.1483,False,0.71
C000024525,0.8796,True,0.71
C000016536,0.5202,False,0.71
C000029773,0.3699,False,0.71
C000003541,0.7416,True,0.71
C000024569,0.7903,True,0.71
C000012232,0.1371,False,0.71
C000020430,0.829,True,0.71
C000010935,0.5201,False,0.71
C000006183,0.7846,True,0.71
C000019220,0.538,False,0.71
C000032696,0.3432,False,0.71
C000016498,0.8658,True,0.71
C000033179,0.4163,False,0.71
C000001624,0.4928,False,0.71
C000031108,0.7307,True,0.71
C000027499,0.442,False,0.71
C000018311,0.2501,False,0.71
C000031908,0.5196,False,0.71
C000021935,0.487,False,0.71
C000029238,0.5772,True,0.71
C000018326,0.1177,False,0.71
C000031945,0.9503,True,0.71
C000023488,0.6255,True,0.71
C000007153,0.3347,False,0.71
C000032549,0.5105,False,0.71
C000034872,0.5789,True,0.71
C000027659,0.8344,True,0.71
C000021983,0.5253,False,0.71
C000018251,0.5077,False,0.71
C000007236,0.5308,False,0.71
C000030696,0.3814,False,0.71
C000037261,0.4565,False,0.71
C000008302,0.483,False,0.71
C000038805,0.5463,False,0.71
C000000850,0.5086,False,0.71
C000016077,0.5592,True,0.71
C000009883,0.6404,True,0.71
C000030619,0.4476,False,0.71
C000013853,0.7256,True,0.71
C000025058,0.5763,True,0.71
C000012959,0.3263,False,0.71
C000037513,0.5994,True,0.71
C000016759,0.4582,False,0.71
C000004972,0.3803,False,0.71
C000033547,0.3292,False,0.71
C000017197,0.3773,False,0.71
C000004241,0.5569,True,0.71
C000000027,0.3616,False,0.71
C000031242,0.5649,True,0.71
C000025332,0.4288,False,0.71
C000000999,0.2032,False,0.71
C000030310,0.6821,True,0.71
C000024704,0.4867,False,0.71
C000036671,0.3565,False,0.71
C000018431,0.5761,True,0.71
C000031446,0.4602,False,0.71
C000037879,0.5458,False,0.71
C000024226,0.5215,False,0.71
C000037677,0.2815,False,0.71
C000002221,0.5458,False,0.71
C000009089,0.4737,False,0.71
C000028927,0.3596,False,0.71
C000004227,0.5921,True,0.71
C000001366,0.6457,True,0.71
C000001403,0.7381,True,0.71
C000024985,0.8487,True,0.71
C000022252,0.4644,False,0.71
C000020070,0.4445,False,0.71
C000036028,0.129,False,0.71
C000035737,0.4348,False,0.71
C000021921,0.5614,True,0.71
C000025438,0.6324,True,0.71
C000031529,0.4149,False,0.71
C000013075,0.4018,False,0.71
C000030383,0.8158,True,0.71
C000032855,0.533,False,0.71
C000038401,0.7435,True,0.71
C000007590,0.6311,True,0.71
C000020645,0.132,False,0.71
C000013079,0.3945,False,0.71
C000031485,0.6893,True,0.71
C000027758,0.2267,False,0.71
C000003839,0.907,True,0.71
C000035025,0.4445,False,0.71
C000012863,0.7321,True,0.71
C000038349,0.5813,True,0.71
C000020729,0.1499,False,0.71
C000027055,0.3941,False,0.71
C000024609,0.2764,False,0.71
C000033585,0.2834,False,0.71
C000037235,0.2399,False,0.71
C000037979,0.6556,True,0.71
C000014514,0.5678,True,0.71
C000039748,0.3742,False,0.71
C000013448,0.4646,False,0.71
C000022723,0.5249,False,0.71
C000017522,0.1491,False,0.71
C000034405,0.229,False,0.71
C000025670,0.5719,True,0.71
C000004376,0.4799,False,0.71
C000036845,0.1245,False,0.71
C000011449,0.7511,True,0.71
C000003692,0.3327,False,0.71
C000020048,0.5812,True,0.71
C000034040,0.616,True,0.71
C000009826,0.546,False,0.71
C000014256,0.3356,False,0.71
C000024165,0.4425,False,0.71
C000007763,0.3786,False,0.71
C000034982,0.5813,True,0.71
C000033491,0.7565,True,0.71
C000022294,0.7359,True,0.71
C000002696,0.9108,True,0.71
C000035072,0.8451,True,0.71
C000012519,0.6947,True,0.71
C000001023,0.5602,True,0.71
C000026797,0.0,False,0.71
C000003304,0.9548,True,0.71
C000001745,0.4336,False,0.71
C000006644,0.6307,True,0.71
C000038976,0.4376,False,0.71
C000032879,0.7806,True,0.71
C000030738,0.2582,False,0.71
C000009870,0.0948,False,0.71
C000020471,0.7552,True,0.71
C000000429,0.2626,False,0.71
C000026288,0.6411,True,0.71
C000004464,0.5918,True,0.71
C000030849,0.2665,False,0.71
C000013332,0.9233,True,0.71
C000034924,0.8092,True,0.71
C000000130,0.4625,False,0.71
C000004537,0.2468,False,0.71
C000029814,0.3203,False,0.71
C000002979,0.4823,False,0.71
C000005824,0.3544,False,0.71
C000001267,0.7539,True,0.71
C000028388,0.9933,True,0.71
C000004037,0.4327,False,0.71
C000008560,0.4926,False,0.71
C000019494,0.3095,False,0.71
C000002153,0.4537,False,0.71
C000020933,0.5405,False,0.71
C000031955,0.4749,False,0.71
C000013050,0.3254,False,0.71
C000024232,0.6362,True,0.71
C000010168,0.569,True,0.71
C000009651,0.6306,True,0.71
C000001826,0.4079,False,0.71
C000037638,0.5249,False,0.71
C000018335,0.1623,False,0.71
C000026114,0.695,True,0.71
C000005328,0.6337,True,0.71
C000023264,0.644,True,0.71
C000021467,0.412,False,0.71
C000021685,0.8883,True,0.71
C000006144,0.9009,True,0.71
C000023646,0.7826,True,0.71
C000023361,0.1634,False,0.71
C000000368,0.5602,True,0.71
C000020916,0.9442,True,0.71
C000005620,0.4738,False,0.71
C000000050,0.7089,True,0.71
C000037683,0.6536,True,0.71
C000027083,0.2819,False,0.71
C000026557,0.4537,False,0.71
C000007990,0.2682,False,0.71
C000008619,0.3528,False,0.71
C000019001,0.1702,False,0.71
C000023315,0.3129,False,0.71
C000017177,0.5569,True,0.71
C000011294,0.413,False,0.71
C000008389,0.4434,False,0.71
C000022571,0.7456,True,0.71
C000004802,0.2604,False,0.71
C000036273,0.4485,False,0.71
C000002470,0.2238,False,0.71
C000032440,0.456,False,0.71
C000022141,0.5529,True,0.71
C000018034,0.498,False,0.71
C000039683,0.5702,True,0.71
C000036479,0.2863,False,0.71
C000002632,0.4436,False,0.71
C000002081,0.3586,False,0.71
C000020519,0.5789,True,0.71
C000015420,0.6624,True,0.71
C000000827,0.3991,False,0.71
C000031096,0.4326,False,0.71
C000033771,0.2919,False,0.71
C000002761,0.3183,False,0.71
C000003997,0.3934,False,0.71
C000036874,0.2533,False,0.71
C000018976,0.374,False,0.71
C000037536,0.7826,True,0.71
C000018274,0.3004,False,0.71
C000036434,0.6894,True,0.71
C000014071,0.3934,False,0.71
C000032095,0.4989,False,0.71
C000007152,0.693,True,0.71
C000022388,0.5195,False,0.71
C000016780,0.2535,False,0.71
C000020866,0.5794,True,0.71
C000034797,0.5768,True,0.71
C000022349,0.4406,False,0.71
C000032410,0.6237,True,0.71
C000018352,0.6116,True,0.71
C000025102,0.4455,False,0.71
C000007400,0.4894,False,0.71
C000015143,0.6253,True,0.71
C000014818,0.7541,True,0.71
C000030752,0.5616,True,0.71
C000031487,0.645,True,0.71
C000012061,0.3885,False,0.71
C000037976,0.5609,True,0.71
C000022280,0.1367,False,0.71
C000036675,0.4336,False,0.71
C000007937,0.1233,False,0.71
C000008618,0.486,False,0.71
C000033977,0.5539,True,0.71
C000019623,0.6006,True,0.71
C000009380,0.8444,True,0.71
C000029483,0.1052,False,0.71
C000027953,0.5313,False,0.71
C000037338,0.6919,True,0.71
C000021778,0.6384,True,0.71
C000027803,0.4519,False,0.71
C000027308,0.3583,False,0.71
C000021507,0.4291,False,0.71
C000000965,0.4347,False,0.71
C000017889,0.4136,False,0.71
C000002098,0.3832,False,0.71
C000001583,0.412,False,0.71
C000009442,0.4583,False,0.71
C000039625,0.473,False,0.71
C000009874,0.6673,True,0.71
C000034130,0.5557,True,0.71
C000007261,0.6013,True,0.71
C000027489,0.2439,False,0.71
C000032278,0.6862,True,0.71
C000008781,0.5628,True,0.71
C000009901,0.612,True,0.71
C000021246,0.2037,False,0.71
C000020304,0.7836,True,0.71
C000001660,0.3858,False,0.71
C000039798,0.4556,False,0.71
C000024894,0.2576,False,0.71
C000016355,0.9111,True,0.71
C000036861,0.4908,False,0.71
C000035028,0.358,False,0.71
C000034865,0.4293,False,0.71
C000028429,0.4678,False,0.71
C000009637,0.7455,True,0.71
C000023835,0.2594,False,0.71
C000023133,0.363,False,0.71
C000033774,0.5981,True,0.71
C000016379,0.2631,False,0.71
C000016187,0.4156,False,0.71
C000020096,0.6019,True,0.71
C000011782,0.5022,False,0.71
C000016345,0.4465,False,0.71
C000012809,0.7111,True,0.71
C000022008,0.6823,True,0.71
C000018796,0.4143,False,0.71
C000039961,0.5676,True,0.71
C000019063,0.826,True,0.71
C000017070,0.2525,False,0.71
C000009999,0.9013,True,0.71
C000026306,0.7316,True,0.71
C000006045,0.3848,False,0.71
C000004159,0.3884,False,0.71
C000016386,0.4255,False,0.71
C000037165,0.2137,False,0.71
C000020425,0.6309,True,0.71
C000025442,0.1528,False,0.71
C000033023,0.2238,False,0.71
C000018626,0.3982,False,0.71
C000026673,0.603,True,0.71
C000015467,0.6136,True,0.71
C000000729,0.438,False,0.71
C000039038,0.608,True,0.71
C000011012,0.6829,True,0.71
C000026391,0.4492,False,0.71
C000001889,0.4446,False,0.71
C000039993,0.0697,False,0.71
C000036036,0.3282,False,0.71
C000029738,0.7616,True,0.71
C000007658,0.0,False,0.71
C000031473,0.66,True,0.71
C000033991,0.2615,False,0.71
C000031983,0.367,False,0.71
C000004112,0.3885,False,0.71
C000001874,0.6272,True,0.71
C000030270,0.3252,False,0.71
C000029281,0.5243,False,0.71
C000038859,0.4761,False,0.71
C000032495,0.3013,False,0.71
C000006022,0.2426,False,0.71
C000001906,0.5327,False,0.71
C000025545,0.5879,True,0.71
C000011375,0.6804,True,0.71
C000025363,0.8229,True,0.71
C000018585,0.3825,False,0.71
C000035657,0.4071,False,0.71
C000036016,0.3024,False,0.71
C000035390,0.5748,True,0.71
C000010085,0.5961,True,0.71
C000015399,0.4877,False,0.71
C000019398,0.6369,True,0.71
C000025266,0.1856,False,0.71
C000010508,0.582,True,0.71
C000004804,0.6536,True,0.71
C000033241,0.6702,True,0.71
C000006940,0.6745,True,0.71
C000036472,0.8617,True,0.71
C000010720,0.5327,False,0.71
C000028499,0.5911,True,0.71
C000026022,0.663,True,0.71
C000031081,0.4712,False,0.71
C000035720,0.6801,True,0.71
C000037855,0.3182,False,0.71
C000030746,0.6454,True,0.71
C000028179,0.6723,True,0.71
C000032658,0.482,False,0.71
C000023587,0.3028,False,0.71
C000031847,0.4059,False,0.71
C000025764,0.8844,True,0.71
C000025780,0.6636,True,0.71
C000022789,0.4653,False,0.71
C000026831,0.4479,False,0.71
C000002500,0.4993,False,0.71
C000006472,0.5348,False,0.71
C000036275,0.5207,False,0.71
C000034604,0.0,False,0.71
C000024497,0.2788,False,0.71
C000002933,0.4636,False,0.71
C000025347,0.5961,True,0.71
C000020911,0.0866,False,0.71
C000000730,0.2711,False,0.71
C000008049,0.4257,False,0.71
C000000679,0.5766,True,0.71
C000003090,0.4229,False,0.71
C000019288,0.0,False,0.71
C000017324,0.7822,True,0.71
C000035417,0.6796,True,0.71
C000021887,0.5252,False,0.71
C000000042,0.5082,False,0.71
C000038747,0.7272,True,0.71
C000035129,0.5807,True,0.71
C000033673,0.0,False,0.71
C000027533,0.3743,False,0.71
C000024996,0.9503,True,0.71
C000019242,0.5657,True,0.71
C000032939,0.5341,False,0.71
C000017126,0.5061,False,0.71
C000017901,0.5518,True,0.71
C000034761,0.5681,True,0.71
C000019273,0.6171,True,0.71
C000013154,0.3173,False,0.71
C000018518,0.628,True,0.71
C000009911,0.7372,True,0.71
C000007963,0.3262,False,0.71
C000030987,0.2354,False,0.71
