site,service_code,week,cases,cancels,supplied_rate,supplied_alert,reconciled_rate,rate_reconciliation_error,seasonal_expected_rate,shrunk_rate,z_value,p_value,baseline_prior_weeks,baseline_available,baseline_rule,maturity_status,minimum_denominator_met,direction,q_value_by,candidate,persistent_breach,reproducible_alert,budget_suppressed,supplied_alert_reproduced,quantity_status,limitation,cases_number_id,cancels_number_id,supplied_rate_number_id,reconciled_rate_number_id,rate_reconciliation_error_number_id,baseline_prior_weeks_number_id,seasonal_expected_rate_number_id,shrunk_rate_number_id,z_value_number_id,p_value_number_id,q_value_by_number_id
B,B-THOR,2026-03-16,39,4,0.1026,False,0.10256410256410256,3.5897435897436214e-05,0.12198134270254272,0.11347266443963074,-0.24527796166200924,0.8062412146902438,33,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0814-CASES,N-MONITOR-REPLAY-0814-CANCELS,N-MONITOR-REPLAY-0814-SUPPLIED_RATE,N-MONITOR-REPLAY-0814-RECONCILED_RATE,N-MONITOR-REPLAY-0814-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0814-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0814-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0814-SHRUNK_RATE,N-MONITOR-REPLAY-0814-Z_VALUE,N-MONITOR-REPLAY-0814-P_VALUE,N-MONITOR-REPLAY-0814-Q_VALUE_BY
B,B-URO,2026-03-16,26,4,0.1538,False,0.15384615384615385,4.615384615386242e-05,0.10827329860509226,0.12386401224019226,0.4374175676008607,0.6618085459767786,33,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0815-CASES,N-MONITOR-REPLAY-0815-CANCELS,N-MONITOR-REPLAY-0815-SUPPLIED_RATE,N-MONITOR-REPLAY-0815-RECONCILED_RATE,N-MONITOR-REPLAY-0815-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0815-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0815-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0815-SHRUNK_RATE,N-MONITOR-REPLAY-0815-Z_VALUE,N-MONITOR-REPLAY-0815-P_VALUE,N-MONITOR-REPLAY-0815-Q_VALUE_BY
B,B-VASC,2026-03-16,24,1,0.0417,False,0.041666666666666664,3.33333333333366e-05,0.05807100472298131,0.05275067886687926,-0.1956885158076779,0.8448539736838117,33,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0816-CASES,N-MONITOR-REPLAY-0816-CANCELS,N-MONITOR-REPLAY-0816-SUPPLIED_RATE,N-MONITOR-REPLAY-0816-RECONCILED_RATE,N-MONITOR-REPLAY-0816-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0816-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0816-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0816-SHRUNK_RATE,N-MONITOR-REPLAY-0816-Z_VALUE,N-MONITOR-REPLAY-0816-P_VALUE,N-MONITOR-REPLAY-0816-Q_VALUE_BY
A,A-CARD,2026-03-23,26,1,0.0385,False,0.038461538461538464,3.846153846153583e-05,0.12764854704833195,0.09713720200548154,-0.7971030429828966,0.42539118922818053,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0817-CASES,N-MONITOR-REPLAY-0817-CANCELS,N-MONITOR-REPLAY-0817-SUPPLIED_RATE,N-MONITOR-REPLAY-0817-RECONCILED_RATE,N-MONITOR-REPLAY-0817-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0817-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0817-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0817-SHRUNK_RATE,N-MONITOR-REPLAY-0817-Z_VALUE,N-MONITOR-REPLAY-0817-P_VALUE,N-MONITOR-REPLAY-0817-Q_VALUE_BY
A,A-ENT,2026-03-23,40,4,0.1,False,0.1,0.0,0.10992359317879975,0.1055131073215554,-0.13376687634002857,0.8935869205960836,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0818-CASES,N-MONITOR-REPLAY-0818-CANCELS,N-MONITOR-REPLAY-0818-SUPPLIED_RATE,N-MONITOR-REPLAY-0818-RECONCILED_RATE,N-MONITOR-REPLAY-0818-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0818-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0818-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0818-SHRUNK_RATE,N-MONITOR-REPLAY-0818-Z_VALUE,N-MONITOR-REPLAY-0818-P_VALUE,N-MONITOR-REPLAY-0818-Q_VALUE_BY
A,A-GEN,2026-03-23,47,0,0.0,False,0.0,0.0,0.05979069265425434,0.03081994466714141,-1.2034180192761519,0.2288145983210157,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0819-CASES,N-MONITOR-REPLAY-0819-CANCELS,N-MONITOR-REPLAY-0819-SUPPLIED_RATE,N-MONITOR-REPLAY-0819-RECONCILED_RATE,N-MONITOR-REPLAY-0819-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0819-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0819-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0819-SHRUNK_RATE,N-MONITOR-REPLAY-0819-Z_VALUE,N-MONITOR-REPLAY-0819-P_VALUE,N-MONITOR-REPLAY-0819-Q_VALUE_BY
A,A-GYN,2026-03-23,34,1,0.0294,False,0.029411764705882353,1.1764705882353482e-05,0.05706848242895217,0.0458740966839001,-0.4422844525122938,0.6582833801448049,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0820-CASES,N-MONITOR-REPLAY-0820-CANCELS,N-MONITOR-REPLAY-0820-SUPPLIED_RATE,N-MONITOR-REPLAY-0820-RECONCILED_RATE,N-MONITOR-REPLAY-0820-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0820-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0820-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0820-SHRUNK_RATE,N-MONITOR-REPLAY-0820-Z_VALUE,N-MONITOR-REPLAY-0820-P_VALUE,N-MONITOR-REPLAY-0820-Q_VALUE_BY
A,A-NEURO,2026-03-23,27,4,0.1481,False,0.14814814814814814,4.814814814813051e-05,0.09901923010763374,0.1162462533166453,0.5061020167378789,0.6127850348676023,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0821-CASES,N-MONITOR-REPLAY-0821-CANCELS,N-MONITOR-REPLAY-0821-SUPPLIED_RATE,N-MONITOR-REPLAY-0821-RECONCILED_RATE,N-MONITOR-REPLAY-0821-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0821-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0821-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0821-SHRUNK_RATE,N-MONITOR-REPLAY-0821-Z_VALUE,N-MONITOR-REPLAY-0821-P_VALUE,N-MONITOR-REPLAY-0821-Q_VALUE_BY
A,A-OPHT,2026-03-23,39,5,0.1282,False,0.1282051282051282,5.128205128185348e-06,0.09455458178329827,0.10930032684454959,0.47543297230133863,0.6344783976289294,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0822-CASES,N-MONITOR-REPLAY-0822-CANCELS,N-MONITOR-REPLAY-0822-SUPPLIED_RATE,N-MONITOR-REPLAY-0822-RECONCILED_RATE,N-MONITOR-REPLAY-0822-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0822-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0822-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0822-SHRUNK_RATE,N-MONITOR-REPLAY-0822-Z_VALUE,N-MONITOR-REPLAY-0822-P_VALUE,N-MONITOR-REPLAY-0822-Q_VALUE_BY
A,A-ORTH,2026-03-23,46,3,0.0652,False,0.06521739130434782,1.7391304347830205e-05,0.12683298762875783,0.09730884772331137,-0.8692568061601227,0.38470668265693786,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0823-CASES,N-MONITOR-REPLAY-0823-CANCELS,N-MONITOR-REPLAY-0823-SUPPLIED_RATE,N-MONITOR-REPLAY-0823-RECONCILED_RATE,N-MONITOR-REPLAY-0823-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0823-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0823-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0823-SHRUNK_RATE,N-MONITOR-REPLAY-0823-Z_VALUE,N-MONITOR-REPLAY-0823-P_VALUE,N-MONITOR-REPLAY-0823-Q_VALUE_BY
A,A-PAED,2026-03-23,40,1,0.025,False,0.025,0.0,0.05978636986276849,0.04432576103487138,-0.6186335699968813,0.5361577815168881,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0824-CASES,N-MONITOR-REPLAY-0824-CANCELS,N-MONITOR-REPLAY-0824-SUPPLIED_RATE,N-MONITOR-REPLAY-0824-RECONCILED_RATE,N-MONITOR-REPLAY-0824-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0824-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0824-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0824-SHRUNK_RATE,N-MONITOR-REPLAY-0824-Z_VALUE,N-MONITOR-REPLAY-0824-P_VALUE,N-MONITOR-REPLAY-0824-Q_VALUE_BY
A,A-PLAS,2026-03-23,30,2,0.0667,False,0.06666666666666667,3.333333333332966e-05,0.07482431479593928,0.07176519674746204,-0.10399387242720634,0.9171742112997003,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0825-CASES,N-MONITOR-REPLAY-0825-CANCELS,N-MONITOR-REPLAY-0825-SUPPLIED_RATE,N-MONITOR-REPLAY-0825-RECONCILED_RATE,N-MONITOR-REPLAY-0825-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0825-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0825-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0825-SHRUNK_RATE,N-MONITOR-REPLAY-0825-Z_VALUE,N-MONITOR-REPLAY-0825-P_VALUE,N-MONITOR-REPLAY-0825-Q_VALUE_BY
A,A-THOR,2026-03-23,34,4,0.1176,False,0.11764705882352941,4.705882352941393e-05,0.09072314272834929,0.1016209182906841,0.34775260389398877,0.7280259871320134,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0826-CASES,N-MONITOR-REPLAY-0826-CANCELS,N-MONITOR-REPLAY-0826-SUPPLIED_RATE,N-MONITOR-REPLAY-0826-RECONCILED_RATE,N-MONITOR-REPLAY-0826-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0826-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0826-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0826-SHRUNK_RATE,N-MONITOR-REPLAY-0826-Z_VALUE,N-MONITOR-REPLAY-0826-P_VALUE,N-MONITOR-REPLAY-0826-Q_VALUE_BY
A,A-URO,2026-03-23,37,5,0.1351,False,0.13513513513513514,3.513513513514477e-05,0.10914092074258401,0.12019593146125516,0.3306895585754179,0.7408789900443542,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0827-CASES,N-MONITOR-REPLAY-0827-CANCELS,N-MONITOR-REPLAY-0827-SUPPLIED_RATE,N-MONITOR-REPLAY-0827-RECONCILED_RATE,N-MONITOR-REPLAY-0827-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0827-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0827-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0827-SHRUNK_RATE,N-MONITOR-REPLAY-0827-Z_VALUE,N-MONITOR-REPLAY-0827-P_VALUE,N-MONITOR-REPLAY-0827-Q_VALUE_BY
A,A-VASC,2026-03-23,34,6,0.1765,False,0.17647058823529413,2.9411764705861154e-05,0.09600113830071348,0.1285721061313771,1.013323637773962,0.31090560050398675,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0828-CASES,N-MONITOR-REPLAY-0828-CANCELS,N-MONITOR-REPLAY-0828-SUPPLIED_RATE,N-MONITOR-REPLAY-0828-RECONCILED_RATE,N-MONITOR-REPLAY-0828-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0828-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0828-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0828-SHRUNK_RATE,N-MONITOR-REPLAY-0828-Z_VALUE,N-MONITOR-REPLAY-0828-P_VALUE,N-MONITOR-REPLAY-0828-Q_VALUE_BY
B,B-CARD,2026-03-23,25,4,0.16,False,0.16,0.0,0.11182215493137611,0.12788143662091742,0.4413090676757323,0.6589892624549776,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0829-CASES,N-MONITOR-REPLAY-0829-CANCELS,N-MONITOR-REPLAY-0829-SUPPLIED_RATE,N-MONITOR-REPLAY-0829-RECONCILED_RATE,N-MONITOR-REPLAY-0829-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0829-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0829-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0829-SHRUNK_RATE,N-MONITOR-REPLAY-0829-Z_VALUE,N-MONITOR-REPLAY-0829-P_VALUE,N-MONITOR-REPLAY-0829-Q_VALUE_BY
B,B-ENT,2026-03-23,21,2,0.0952,False,0.09523809523809523,3.809523809522597e-05,0.1520787353339419,0.13526671502390272,-0.39449097380381254,0.6932185899138905,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0830-CASES,N-MONITOR-REPLAY-0830-CANCELS,N-MONITOR-REPLAY-0830-SUPPLIED_RATE,N-MONITOR-REPLAY-0830-RECONCILED_RATE,N-MONITOR-REPLAY-0830-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0830-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0830-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0830-SHRUNK_RATE,N-MONITOR-REPLAY-0830-Z_VALUE,N-MONITOR-REPLAY-0830-P_VALUE,N-MONITOR-REPLAY-0830-Q_VALUE_BY
B,B-GEN,2026-03-23,22,4,0.1818,True,0.18181818181818182,1.8181818181833842e-05,0.10338098499684732,0.12734790624781064,0.6679657457491788,0.5041554581812391,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,False,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0831-CASES,N-MONITOR-REPLAY-0831-CANCELS,N-MONITOR-REPLAY-0831-SUPPLIED_RATE,N-MONITOR-REPLAY-0831-RECONCILED_RATE,N-MONITOR-REPLAY-0831-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0831-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0831-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0831-SHRUNK_RATE,N-MONITOR-REPLAY-0831-Z_VALUE,N-MONITOR-REPLAY-0831-P_VALUE,N-MONITOR-REPLAY-0831-Q_VALUE_BY
B,B-GYN,2026-03-23,25,3,0.12,False,0.12,0.0,0.09785915740094318,0.10523943826729545,0.2151124828342332,0.8296796218237947,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0832-CASES,N-MONITOR-REPLAY-0832-CANCELS,N-MONITOR-REPLAY-0832-SUPPLIED_RATE,N-MONITOR-REPLAY-0832-RECONCILED_RATE,N-MONITOR-REPLAY-0832-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0832-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0832-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0832-SHRUNK_RATE,N-MONITOR-REPLAY-0832-Z_VALUE,N-MONITOR-REPLAY-0832-P_VALUE,N-MONITOR-REPLAY-0832-Q_VALUE_BY
B,B-NEURO,2026-03-23,22,3,0.1364,False,0.13636363636363635,3.636363636363993e-05,0.11102469427990085,0.11876714880548672,0.20911744782403868,0.8343565544173661,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0833-CASES,N-MONITOR-REPLAY-0833-CANCELS,N-MONITOR-REPLAY-0833-SUPPLIED_RATE,N-MONITOR-REPLAY-0833-RECONCILED_RATE,N-MONITOR-REPLAY-0833-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0833-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0833-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0833-SHRUNK_RATE,N-MONITOR-REPLAY-0833-Z_VALUE,N-MONITOR-REPLAY-0833-P_VALUE,N-MONITOR-REPLAY-0833-Q_VALUE_BY
B,B-OPHT,2026-03-23,26,2,0.0769,False,0.07692307692307693,2.307692307693121e-05,0.06593872433205243,0.06969652916582397,0.13200277546164058,0.8949820964601285,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0834-CASES,N-MONITOR-REPLAY-0834-CANCELS,N-MONITOR-REPLAY-0834-SUPPLIED_RATE,N-MONITOR-REPLAY-0834-RECONCILED_RATE,N-MONITOR-REPLAY-0834-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0834-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0834-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0834-SHRUNK_RATE,N-MONITOR-REPLAY-0834-Z_VALUE,N-MONITOR-REPLAY-0834-P_VALUE,N-MONITOR-REPLAY-0834-Q_VALUE_BY
B,B-ORTH,2026-03-23,23,1,0.0435,False,0.043478260869565216,2.1739130434780818e-05,0.052542779682878335,0.04968683539923174,-0.10936411261676884,0.912913696954847,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0835-CASES,N-MONITOR-REPLAY-0835-CANCELS,N-MONITOR-REPLAY-0835-SUPPLIED_RATE,N-MONITOR-REPLAY-0835-RECONCILED_RATE,N-MONITOR-REPLAY-0835-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0835-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0835-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0835-SHRUNK_RATE,N-MONITOR-REPLAY-0835-Z_VALUE,N-MONITOR-REPLAY-0835-P_VALUE,N-MONITOR-REPLAY-0835-Q_VALUE_BY
B,B-PAED,2026-03-23,25,1,0.04,False,0.04,0.0,0.09801489991962418,0.07867659994641613,-0.5632525832682432,0.5732629012207191,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,lower,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0836-CASES,N-MONITOR-REPLAY-0836-CANCELS,N-MONITOR-REPLAY-0836-SUPPLIED_RATE,N-MONITOR-REPLAY-0836-RECONCILED_RATE,N-MONITOR-REPLAY-0836-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0836-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0836-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0836-SHRUNK_RATE,N-MONITOR-REPLAY-0836-Z_VALUE,N-MONITOR-REPLAY-0836-P_VALUE,N-MONITOR-REPLAY-0836-Q_VALUE_BY
B,B-PLAS,2026-03-23,40,7,0.175,False,0.175,0.0,0.1143122141649311,0.1412845634249617,0.8041802132750716,0.4212929044416813,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0837-CASES,N-MONITOR-REPLAY-0837-CANCELS,N-MONITOR-REPLAY-0837-SUPPLIED_RATE,N-MONITOR-REPLAY-0837-RECONCILED_RATE,N-MONITOR-REPLAY-0837-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0837-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0837-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0837-SHRUNK_RATE,N-MONITOR-REPLAY-0837-Z_VALUE,N-MONITOR-REPLAY-0837-P_VALUE,N-MONITOR-REPLAY-0837-Q_VALUE_BY
B,B-THOR,2026-03-23,28,4,0.1429,False,0.14285714285714285,4.285714285715003e-05,0.12283341021232812,0.13002141680277443,0.19340000124456222,0.846645714459795,34,True,strictly_prior_weeks_expanding_service_plus_calendar_month_shrinkage,historical_assumed_mature_no_as_of_timestamp,True,higher,1.0,False,False,False,False,True,recomputed_monitor_replay,strictly_prior_replay_avoids_future_leakage_but_one_year_cannot_validate_seasonality_and_no_as_of_timestamp_proves_maturity,N-MONITOR-REPLAY-0838-CASES,N-MONITOR-REPLAY-0838-CANCELS,N-MONITOR-REPLAY-0838-SUPPLIED_RATE,N-MONITOR-REPLAY-0838-RECONCILED_RATE,N-MONITOR-REPLAY-0838-RATE_RECONCILIATION_ERROR,N-MONITOR-REPLAY-0838-BASELINE_PRIOR_WEEKS,N-MONITOR-REPLAY-0838-SEASONAL_EXPECTED_RATE,N-MONITOR-REPLAY-0838-SHRUNK_RATE,N-MONITOR-REPLAY-0838-Z_VALUE,N-MONITOR-REPLAY-0838-P_VALUE,N-MONITOR-REPLAY-0838-Q_VALUE_BY
